trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2019-05-21 18:56:41,630471368021,fraud_Shanahan-Lehner,personal_care,71.61,George,Floyd,M,22502 Baker Mount Suite 241,Hazel,KY,42049,36.5422,-88.3319,1480,"Designer, interior/spatial",1974-09-14,bfcc3752a6b5b1020de265b08bed502a,1337626601,37.000086,-89.21691700000001,0
2019-05-21 19:14:30,4908846471916297,fraud_White and Sons,home,96.57,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,07ad46edd44bcf15fb5e514fe589c845,1337627670,31.331104,-96.274168,0
2019-05-21 19:27:57,180056173248083,fraud_Bode-Rempel,kids_pets,21.65,Larry,Warner,M,145 Jeffrey Key Suite 668,Lakeview,MI,48850,43.4269,-85.2924,4474,Emergency planning/management officer,1976-01-15,fbd9a65716d9331d4780ce146b0e87dc,1337628477,43.602294,-84.73746700000001,0
2019-05-21 19:50:40,3560246577314524,"fraud_Lang, Towne and Schuppe",kids_pets,132.78,Sarah,Scott,F,03090 Fisher Forges Apt. 200,Wichita,KS,67216,37.6223,-97.3136,409656,Textile designer,1930-10-21,73e1238a84d8633bb1c2fb6935278576,1337629840,37.330038,-97.758619,0
2019-05-21 20:14:14,4128027264554082,fraud_Hilpert-Conroy,kids_pets,37.07,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.18799999999999,1831,Barrister's clerk,1953-10-18,a771d356641da0c013860dd8d84b3c2d,1337631254,40.324961,-82.417703,0
2019-05-21 20:36:08,6595970453799027,fraud_Morissette LLC,entertainment,81.33,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,b67c16cfce9f6dfb60d0caa22c9ccb77,1337632568,40.824552,-75.07794399999999,0
2019-05-21 20:56:46,30561214688470,"fraud_Metz, Russel and Metz",kids_pets,45.14,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1998-10-01,956d47db759c154799375a8ee424f78b,1337633806,41.070399,-74.73836700000001,0
2019-05-21 21:20:15,377026671291680,fraud_Turcotte-Halvorson,misc_pos,97.65,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974-10-27,b5b85d51c9e903dca920ab2fd326c202,1337635215,37.06867,-90.449042,0
2019-05-21 21:35:16,4424338559877976,fraud_Satterfield-Lowe,travel,4.52,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1957-11-12,7ef9f0589532e0417f10c46d8979718c,1337636116,41.551248,-84.164529,0
2019-05-21 21:55:27,372509258176510,"fraud_Roberts, Ryan and Smith",personal_care,144.41,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,f274e842adc53324fb8f8288f1082784,1337637327,42.163168,-82.71304599999999,0
2019-05-21 22:21:18,3500969075198072,fraud_Douglas-White,entertainment,99.96,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,90d3064777f50042c25fa1bf16d4c3b2,1337638878,48.181812,-117.663406,0
2019-05-21 22:45:13,30074693890476,fraud_Morissette PLC,shopping_pos,8.51,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,93dc8298ac5c4a559f7043b740bc325a,1337640313,37.943262,-101.538441,0
2019-05-21 23:07:37,571844099986,fraud_Feil-Morar,health_fitness,5.8,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,6b5e9ce0b68e9f21c00a6b6e80807c7f,1337641657,39.15195,-85.50224399999999,0
2019-05-21 23:26:59,30290551782700,fraud_Barton LLC,kids_pets,92.81,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,185fd7a3c9b893cb7384c890938a1caa,1337642819,37.408531,-87.979026,0
2019-05-21 23:48:50,30290551782700,fraud_Kub PLC,personal_care,98.3,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,ab38810335b814fad2ea140a5cf89d29,1337644130,36.052547,-88.654561,0
2019-05-22 00:12:01,343746486082492,fraud_Koss and Sons,gas_transport,100.99,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,037466badbdd14ed3bd5edac847365a2,1337645521,43.924284,-85.106156,0
2019-05-22 00:41:32,4988304376504,fraud_Gerlach Inc,shopping_net,8.59,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,0a82a9aecffc0feb63e02dd175180da3,1337647292,40.928074,-74.273453,0
2019-05-22 01:13:48,630423337322,fraud_Prohaska-Murray,gas_transport,81.98,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,698a0c27552e3322981da022d7032b65,1337649228,48.043964,-118.11651,0
2019-05-22 01:39:42,2296006538441789,fraud_Kutch LLC,gas_transport,59.03,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1999-09-01,bab046f95216dec26fd4923a051e3b5f,1337650782,39.701533000000005,-73.329263,0
2019-05-22 02:06:56,4467456915153312231,"fraud_Schroeder, Hauck and Treutel",entertainment,1.41,Rita,Myers,F,75703 Hernandez Corner Suite 348,Tampa,FL,33620,28.06,-82.4079,717255,Waste management officer,1966-09-16,70f7742e5bf178c60d1ac4321907ffe1,1337652416,28.148065000000003,-82.272644,0
2019-05-22 02:39:19,4561892980175,fraud_Torp-Labadie,gas_transport,102.44,Jacqueline,Allen,F,166 Lisa Fords,Greenwood,IN,46143,39.596,-86.1309,78968,Financial adviser,1968-02-10,93b27909bfee51852249d207ccc9a075,1337654359,38.997286,-85.978718,0
2019-05-22 03:08:54,6011231546538393,"fraud_Stehr, Jewess and Schimmel",misc_net,51.72,Johnny,Bennett,M,321 Camacho Causeway,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",1993-07-05,d2e7a3d2a58868fa8eb2c2ba1a29d5d1,1337656134,41.88525,-74.205085,0
2019-05-22 03:34:27,2266735643685262,fraud_Koepp-Parker,grocery_pos,40.2,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,021d65e461fa72852b5a33ef24c8080d,1337657667,34.864398,-86.883637,0
2019-05-22 03:59:27,4102003771126577611,"fraud_Stroman, Hudson and Erdman",gas_transport,76.87,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1987-06-13,de9e76f4a196937a53c37656499c45b0,1337659167,32.054472,-98.183226,0
2019-05-22 04:30:52,374497717543058,fraud_Padberg-Welch,grocery_pos,130.99,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,7fd3d3ebc57de00a232a0f5054bc9708,1337661052,47.037667,-101.644411,0
2019-05-22 04:56:44,345060451158891,"fraud_Labadie, Treutel and Bode",shopping_net,317.04,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",1960-04-03,cfd1226a1e5791c4ecb211f52c25d67f,1337662604,41.873037,-73.31902,0
2019-05-22 05:35:49,6011381817520024,fraud_Heller-Abshire,grocery_net,54.62,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,1973-07-13,e48b4ad564000002cb141004d81edd59,1337664949,41.199331,-104.472415,0
2019-05-22 05:56:14,3533177016567295,"fraud_Swaniawski, Lowe and Robel",shopping_pos,3.21,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,1951-11-08,e6689561938cbd89cc9e6ebce69f027e,1337666174,41.537085,-95.717711,0
2019-05-22 06:19:03,30428204673351,fraud_Luettgen PLC,gas_transport,65.9,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1982-07-02,88ac9dc15644c886c4e22b33ef472a22,1337667543,39.842277,-75.36336999999999,0
2019-05-22 06:45:02,213193596103206,"fraud_Lehner, Mosciski and King",misc_net,88.98,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1994-02-09,fbc4e20afe6699f757a87e5a6e529781,1337669102,45.72155,-84.21309000000001,0
2019-05-22 07:09:05,4302475216404898,"fraud_Schroeder, Hauck and Treutel",entertainment,228.48,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,1964-08-08,3e4a4498c89df5712bff13adbfa80d2c,1337670545,42.20544,-93.03283,0
2019-05-22 07:30:12,4740713119940984,fraud_Hudson-Grady,shopping_pos,7.72,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1962-10-16,93e22edc61fdd3de0a9dca376e12d132,1337671812,41.010197,-74.68591500000001,0
2019-05-22 07:55:12,4509142395811241,fraud_McDermott-Weimann,grocery_pos,120.98,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,fbd2e3be16f16ec3bb3400e1aa15e764,1337673312,31.766154,-82.00548,0
2019-05-22 08:17:35,4255397449664185994,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,8.19,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",1952-09-27,9a7b1a45d48a77dc7a94c9223b1ffa99,1337674655,33.203637,-96.038799,0
2019-05-22 08:50:07,4792627764422477317,fraud_Smith-Stokes,misc_pos,160.6,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,e2b528b1d6df1acfd00b2f479a0161a3,1337676607,38.614916,-95.57604,0
2019-05-22 09:15:04,4464457352619,fraud_Padberg-Welch,grocery_pos,150.48,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,b9f76344b0fac138768eefc796ff7f60,1337678104,30.778617,-83.75195,0
2019-05-22 09:57:42,2305336922781618,fraud_Ankunding LLC,shopping_net,14.42,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,f8547eb2f1901a025978839a04a70365,1337680662,40.709423,-92.680466,0
2019-05-22 10:25:59,3511378610369890,"fraud_Jenkins, Hauck and Friesen",gas_transport,53.71,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,16ae88d6ce69b5994771b8f1b57e118f,1337682359,35.541431,-85.857008,0
2019-05-22 10:52:57,30030380240193,fraud_Spinka-Welch,grocery_net,48.62,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,479bfad517029cead096d28a6b65a2c8,1337683977,29.988905,-99.803424,0
2019-05-22 11:22:33,3583635130604947,fraud_Schmitt Ltd,misc_net,7.87,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,d3765110fd7f6920b401a459039e4aac,1337685753,39.580687,-74.46924399999999,0
2019-05-22 11:46:22,2286236465059468,fraud_Koepp-Witting,grocery_pos,162.91,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,9efc48ea6ae600a65852c4dad34c8100,1337687182,38.429573,-93.846369,0
2019-05-22 12:15:07,4149635823017,fraud_Auer-West,shopping_net,7.76,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,ba735272bfb882d4ed7d2bd17f7f0fff,1337688907,33.603390000000005,-87.543938,0
2019-05-22 12:34:21,341546199006537,"fraud_O'Connell, Botsford and Hand",home,68.05,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,bfb0ad7e574caf5f8790d20a779cbf55,1337690061,65.741015,-165.236196,0
2019-05-22 12:56:03,30074693890476,"fraud_Schumm, McLaughlin and Carter",food_dining,53.13,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,a8fa177b9e67b1c6254da8786fd2ceb0,1337691363,37.970478,-100.174197,0
2019-05-22 13:15:42,6011438889172900,fraud_Wilkinson PLC,kids_pets,77.12,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,c884d25bd4ea8b24c80f0dedb189dc45,1337692542,34.434262,-90.754722,0
2019-05-22 13:38:28,4158945090781624,"fraud_Runolfsdottir, Mueller and Hand",entertainment,20.28,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,76e807a6c850a8bf03a8852fd67e0a89,1337693908,40.390812,-79.547416,0
2019-05-22 13:52:11,3553629419254918,"fraud_Wiza, Schaden and Stark",misc_pos,2.4,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,eb988181dd49ee2eebd5441aa9c6ad83,1337694731,48.755354,-121.886628,0
2019-05-22 14:05:51,4292743669224718067,fraud_Kovacek Ltd,travel,6.92,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,f20d99e6ea1ab15cb07687302e56a3c4,1337695551,37.717392,-76.469546,0
2019-05-22 14:27:05,2222001896600109,fraud_Cartwright PLC,kids_pets,10.83,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,85911261f272954c67c8bf30f29690e9,1337696825,39.09619,-90.748646,0
2019-05-22 14:44:31,6011104316292105,fraud_Crona and Sons,kids_pets,98.57,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,407ef91eb366f46b088a3a4bb497e4ad,1337697871,37.16816,-78.277101,0
2019-05-22 14:56:53,2712209726293386,fraud_Botsford Ltd,shopping_pos,17.67,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,a6f06a40c4bfc3b630affc66b31e5f2c,1337698613,29.413049,-91.949203,0
2019-05-22 15:12:34,4170689372027579,fraud_Ernser-Feest,home,13.21,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,8d5c78c8291a699c46a624e6854d46a4,1337699554,34.736302,-96.913334,0
2019-05-22 15:34:08,4158945090781624,"fraud_Schmeler, Bashirian and Price",shopping_net,2.78,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,2309d6b27697a16b340e9a346034a94c,1337700848,40.984688,-80.725562,0
2019-05-22 15:56:51,6011542681743618,fraud_Denesik and Sons,shopping_pos,4.91,Emily,Hall,F,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",1972-08-09,e687f480864aa5d89330509d26b3f9bb,1337702211,38.54756,-79.306163,0
2019-05-22 16:17:09,6506116513503136,"fraud_Becker, Harris and Harvey",personal_care,86.73,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984-05-04,bf8329ae9bb57efd9c4c02b94676c2e8,1337703429,32.236053000000005,-94.653403,0
2019-05-22 16:30:35,30561214688470,fraud_Stoltenberg-Beatty,shopping_pos,7.21,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1998-10-01,a3eaa80f7ebfbbb949fdcda41e7ffdf4,1337704235,40.629174,-75.227108,0
2019-05-22 16:52:05,30235438713303,fraud_Adams-Barrows,health_fitness,109.36,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,37afd8d1549b877d54671184237fdce0,1337705525,38.869078,-81.474817,0
2019-05-22 17:15:56,4917226033950,fraud_Homenick LLC,personal_care,149.77,Adam,Keller,M,32600 Cobb Curve,Sardis,AL,36775,32.2844,-86.992,800,Learning disability nurse,1932-09-17,b20f273fd32011f84479c835d0566675,1337706956,31.955315,-86.76204,0
2019-05-22 17:31:05,4099707841315751,fraud_Roberts-Beahan,misc_pos,8.78,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,14f5da96bb208cc7ab9af6865e9fad25,1337707865,38.780522,-79.39629599999999,0
2019-05-22 17:52:46,4683520018489354,fraud_Parker-Kunde,personal_care,11.39,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,33f6507fa13fd3b7506ce75ef05eedc3,1337709166,33.785063,-117.784702,0
2019-05-22 18:14:30,180094419304907,fraud_Gerlach Inc,shopping_net,20.55,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,d0e5eb23beb033df605b5298da4c1df3,1337710470,33.708521000000005,-116.260612,0
2019-05-22 18:27:24,3511058278399773,fraud_Beier and Sons,home,3.17,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",1960-01-06,014c40891f565898eb14cf6695b83cb9,1337711244,38.621208,-87.026033,0
2019-05-22 18:50:12,213175487106448,fraud_Nolan-Williamson,kids_pets,28.12,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1954-12-10,180c041aeea7ef77f70fb505a4902a07,1337712612,32.974984,-99.567291,0
2019-05-22 19:13:05,4972228199573984,fraud_Botsford and Sons,home,53.09,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,f675829dbaf9ba983fedd54ddac04fa6,1337713985,34.225064,-95.699886,0
2019-05-22 19:32:45,4642894980163,fraud_Sporer-Keebler,personal_care,32.77,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990-07-13,3ac4d78c6b7fcd13ac6051d661debe4e,1337715165,39.995349,-95.353125,0
2019-05-22 19:47:33,3543591270174051,fraud_Waters-Cruickshank,health_fitness,70.29,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1972-10-04,9c702a93fae19a1169d2ef3c3c9172e3,1337716053,41.276626,-79.717413,0
2019-05-22 20:04:06,2475085306462014,"fraud_Feil, Hilpert and Koss",food_dining,50.92,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,7b840365bcecf02eda587a3b85c7c8dd,1337717046,44.990376,-94.533547,0
2019-05-22 20:17:45,2475085306462014,"fraud_Lakin, Ferry and Beatty",food_dining,66.28,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,9196be5f1ab94816ae2cdf42da358e77,1337717865,44.286274,-94.353133,0
2019-05-22 20:35:00,180084576295055,fraud_Beier LLC,entertainment,17.74,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1970-01-18,e8aa1e338dbbf74feff9c430a0cfe7ef,1337718900,27.856691,-97.284708,0
2019-05-22 20:48:07,3543591270174051,"fraud_Feil, Hilpert and Koss",food_dining,8.4,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1972-10-04,54b7056435ec78b2b854bab46e12593b,1337719687,40.343728000000006,-79.78801999999999,0
2019-05-22 21:02:45,373905417449658,fraud_Stoltenberg-Beatty,shopping_pos,54.26,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,5e243c2085b53d3b21c35700b2530647,1337720565,31.303757,-97.174411,0
2019-05-22 21:18:36,30442439074871,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,9.24,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,1981-06-22,cf1278470d3114763df14df165e25e99,1337721516,40.803766,-74.795227,0
2019-05-22 21:35:20,630424987505,fraud_Kassulke PLC,shopping_net,8.91,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,fb61145bd84718af6d850ef9572ca4f4,1337722520,40.038123,-78.87158000000001,0
2019-05-22 21:48:36,2229378226512508,fraud_Pollich LLC,home,78.79,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,3e0539fe16d8cf2049d91c50044d393d,1337723316,43.699891,-89.941146,0
2019-05-22 22:04:51,573860193545,"fraud_Koss, Hansen and Lueilwitz",home,22.79,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,24bad42fa2155ff73c5aa86b7fc7d6ed,1337724291,42.336814,-87.056299,0
2019-05-22 22:24:17,6011934240159560,fraud_Frami Group,entertainment,69.91,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",1974-11-02,e125c470a8a8051c9fe6a69eb57d3153,1337725457,43.76395,-68.644296,0
2019-05-22 22:44:38,2720433095629877,fraud_Torp-Lemke,misc_pos,1.04,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,516d7cdfd56227c2d361da4142b0d9ee,1337726678,43.668673,-70.418817,0
2019-05-22 23:01:49,373043435942726,fraud_Gerhold LLC,home,68.77,Vincent,Richards,M,2064 Tyler Fork,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,a5e8acf8c72d533197d264af06e7bbb0,1337727709,28.497988,-95.124001,0
2019-05-22 23:17:17,4841313716651064,fraud_Swift PLC,kids_pets,51.39,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",1989-10-28,828f30e0d2f0c37f817bebd4f3618e6a,1337728637,43.878119,-72.523223,0
2019-05-22 23:39:07,4761403817546679245,fraud_Wilkinson LLC,personal_care,22.59,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,8306b9fa9be0c2df9b5e9eac4eaec643,1337729947,35.684069,-91.948743,0
2019-05-22 23:57:10,345933964507467,"fraud_Torp, Muller and Borer",health_fitness,29.01,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,e12475b1a125caabe9804674454a61c2,1337731030,38.375911,-74.29633299999999,0
2019-05-23 00:20:18,3504178999463051,fraud_McDermott-Weimann,grocery_pos,46.89,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",1992-07-23,20d76aaabc8cec9e8644b34ccbc912eb,1337732418,40.395779,-83.98033000000001,0
2019-05-23 00:49:58,180094419304907,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,208.48,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,0034f5b5ca747d4bd0dde5e5c6c9717f,1337734198,34.261396000000005,-116.796578,0
2019-05-23 01:14:10,3560797065840735,fraud_Wolf Inc,grocery_pos,55.29,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,d68af702b7dac81224a78c0779b68e39,1337735650,47.04653,-101.110272,0
2019-05-23 01:44:32,6011109736646996,fraud_McDermott-Rice,misc_pos,8.8,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,aacf3bf75bdbde03dd94483b3063d86f,1337737472,34.61414,-77.64801999999999,0
2019-05-23 02:15:23,676245600876,fraud_Lockman Ltd,grocery_pos,116.58,Ashley,Blanchard,F,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,8e2f730906becc58dec5ab52cf84fe77,1337739323,27.233195,-80.344616,0
2019-05-23 02:48:05,630425673344,fraud_Deckow-O'Conner,grocery_pos,156.48,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388000000000005,-79.9906,365,Special effects artist,1970-03-14,e02aa83e38ca9ae5f3adff825a59be9e,1337741285,38.649788,-79.41973,0
2019-05-23 03:17:39,377550167323848,fraud_Huels-Nolan,gas_transport,60.41,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.23899999999999,23045,Tourist information centre manager,1958-09-02,79c9ada73543ca4f3b6f00a7ab570077,1337743059,43.777336,-69.254793,0
2019-05-23 03:44:56,2248735346244816,"fraud_Zboncak, Rowe and Murazik",shopping_net,6.69,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,7bed8fa128f94ba27b59f4255af2b1c1,1337744696,38.149247,-100.042761,0
2019-05-23 04:16:15,4294930380592,"fraud_Haley, Jewess and Bechtelar",shopping_pos,80.52,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,5e4bb9a8496836945629fa4f6a4e5e6e,1337746575,36.738548,-80.509897,0
2019-05-23 04:41:07,570273151375,"fraud_Cremin, Hamill and Reichel",misc_pos,6.43,Peter,Edwards,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,"Lecturer, higher education",1965-02-03,d8dcd181fa6dcd246408dc85276570fb,1337748067,31.683453000000004,-83.508082,0
2019-05-23 05:06:53,4687263141103,fraud_Rutherford-Mertz,grocery_pos,99.66,Sarah,Cross,F,273 Phillip Throughway,Bigelow,MN,56117,43.5336,-95.6515,399,Economist,1977-04-28,71ba9f1fcded06db175be7cc6a1c4d60,1337749613,43.158649,-96.314789,0
